探测器编号 时间 桩号 车速 车牌
D202150120008 2021-04-25T19:58 K56+400 4565 蓝渝F893M5
D202150120008 2021-04-25T19:58 K56+400 4728 蓝渝HFL388
D202150120008 2021-04-25T19:58 K56+400 4116 蓝渝A526RM
D202150120008 2021-04-25T19:58 K56+400 4393 NO
D202150120008 2021-04-25T19:58 K56+400 3787 蓝渝AG7C87
D202150120008 2021-04-25T19:58 K56+400 5078 蓝渝F9W331
D202150120008 2021-04-25T19:58 K56+400 4321 NO
D202150120008 2021-04-25T19:58 K56+400 3946 NO
D202150120008 2021-04-25T19:58 K56+400 4345 蓝渝FY6809
D202150120008 2021-04-25T19:58 K56+400 4536 蓝渝A261YJ
D202150120008 2021-04-25T19:58 K56+400 4961 蓝渝AU82D1
D202150120008 2021-04-25T19:57 K56+400 3930 NO
D202150120008 2021-04-25T19:57 K56+400 4202 蓝渝AE03N6
D202150120008 2021-04-25T19:57 K56+400 3488 NO
D202150120008 2021-04-25T19:57 K56+400 3568 蓝渝A200SN
D202150120008 2021-04-25T19:57 K56+400 4695 蓝渝A45T48
D202150120008 2021-04-25T19:57 K56+400 4043 蓝渝A67R98
D202150120008 2021-04-25T19:56 K56+400 4449 NO
D202150120008 2021-04-25T19:56 K56+400 4237 NO
D202150120008 2021-04-25T19:56 K56+400 4008 蓝渝D09B51
D202150120008 2021-04-25T19:56 K56+400 4148 NO
D202150120008 2021-04-25T19:56 K56+400 3704 蓝渝AA05R1
D202150120008 2021-04-25T19:56 K56+400 4537 蓝渝A3T884
D202150120008 2021-04-25T19:56 K56+400 4768 蓝渝F19K11
D202150120008 2021-04-25T19:55 K56+400 3810 蓝渝A335T5
D202150120008 2021-04-25T19:55 K56+400 3956 蓝渝A335T5
D202150120008 2021-04-25T19:55 K56+400 4528 蓝渝AV825X
D202150120008 2021-04-25T19:55 K56+400 3970 蓝渝FKE238
D202150120008 2021-04-25T19:55 K56+400 4588 蓝渝F8C967
D202150120008 2021-04-25T19:55 K56+400 3867 NO
D202150120008 2021-04-25T19:55 K56+400 4172 蓝渝AT2658
D202150120008 2021-04-25T19:55 K56+400 3784 蓝渝F85A93
D202150120008 2021-04-25T19:55 K56+400 4324 蓝渝A6W8X8
D202150120008 2021-04-25T19:55 K56+400 4291 蓝渝A0G311
D202150120008 2021-04-25T19:55 K56+400 4524 蓝渝A835FF
D202150120008 2021-04-25T19:55 K56+400 4487 蓝渝FMJ633
D202150120008 2021-04-25T19:55 K56+400 4556 蓝渝FHR837
D202150120008 2021-04-25T19:55 K56+400 3904 NO
D202150120008 2021-04-25T19:55 K56+400 4281 蓝渝A28WR7
D202150120008 2021-04-25T19:55 K56+400 4213 NO
D202150120008 2021-04-25T19:55 K56+400 4149 NO
D202150120008 2021-04-25T19:55 K56+400 4759 NO
D202150120008 2021-04-25T19:54 K56+400 3830 蓝渝A193VT
D202150120008 2021-04-25T19:54 K56+400 4031 蓝渝AM379H
D202150120008 2021-04-25T19:54 K56+400 4024 NO
D202150120008 2021-04-25T19:54 K56+400 4867 蓝渝AM0S27
D202150120008 2021-04-25T19:54 K56+400 4026 NO
D202150120008 2021-04-25T19:54 K56+400 3820 NO
D202150120008 2021-04-25T19:54 K56+400 3338 蓝渝F08386
D202150120008 2021-04-25T19:54 K56+400 3296 蓝渝F73M52
D202150120008 2021-04-25T19:54 K56+400 4527 蓝渝DGA328
D202150120008 2021-04-25T19:54 K56+400 3497 NO
D202150120008 2021-04-25T19:54 K56+400 4680 蓝渝A20AV1
D202150120008 2021-04-25T19:53 K56+400 4031 NO
D202150120008 2021-04-25T19:53 K56+400 3810 NO
D202150120008 2021-04-25T19:53 K56+400 4652 蓝渝DGD017
D202150120008 2021-04-25T19:53 K56+400 3791 NO
D202150120008 2021-04-25T19:53 K56+400 3873 蓝渝FAX800
D202150120008 2021-04-25T19:53 K56+400 4260 蓝渝FHT660
D202150120008 2021-04-25T19:53 K56+400 4866 蓝渝A0DB21
D202150120008 2021-04-25T19:53 K56+400 4980 蓝渝FKW819
D202150120008 2021-04-25T19:53 K56+400 4693 蓝渝AK55D9
D202150120008 2021-04-25T19:53 K56+400 4637 蓝渝F07E92
D202150120008 2021-04-25T19:53 K56+400 5449 蓝渝A2Y6B8
D202150120008 2021-04-25T19:52 K56+400 4970 蓝渝DHF019
D202150120008 2021-04-25T19:52 K56+400 4900 蓝渝F66973
D202150120008 2021-04-25T19:52 K56+400 3376 NO
D202150120008 2021-04-25T19:52 K56+400 5120 蓝渝AG96K0
D202150120008 2021-04-25T19:52 K56+400 3888 NO
D202150120008 2021-04-25T19:52 K56+400 4503 蓝渝F1W186
D202150120008 2021-04-25T19:52 K56+400 4345 蓝渝F6F109
D202150120008 2021-04-25T19:52 K56+400 4154 NO
D202150120008 2021-04-25T19:52 K56+400 3274 NO
D202150120008 2021-04-25T19:52 K56+400 4554 蓝渝F03555
D202150120008 2021-04-25T19:52 K56+400 3945 蓝渝AEU467
D202150120008 2021-04-25T19:52 K56+400 5063 蓝渝AR15T5
D202150120008 2021-04-25T19:51 K56+400 2672 蓝渝AC2N70
D202150120008 2021-04-25T19:51 K56+400 3719 NO
D202150120008 2021-04-25T19:51 K56+400 3232 蓝渝D785N9
D202150120008 2021-04-25T19:51 K56+400 4425 NO
D202150120008 2021-04-25T19:51 K56+400 4243 蓝渝F839C2
D202150120008 2021-04-25T19:51 K56+400 3401 蓝渝FKW690
D202150120008 2021-04-25T19:51 K56+400 4503 蓝渝D72391
D202150120008 2021-04-25T19:51 K56+400 4101 蓝渝D00Y12
D202150120008 2021-04-25T19:51 K56+400 4061 蓝渝A5T413
D202150120008 2021-04-25T19:51 K56+400 4414 NO
D202150120008 2021-04-25T19:51 K56+400 4522 蓝渝FFE358
D202150120008 2021-04-25T19:51 K56+400 4000 蓝渝D031Q7
D202150120008 2021-04-25T19:50 K56+400 4492 蓝渝A8DU79
D202150120008 2021-04-25T19:50 K56+400 3818 NO
D202150120008 2021-04-25T19:50 K56+400 4498 NO
D202150120008 2021-04-25T19:50 K56+400 4054 蓝渝F39D21
D202150120008 2021-04-25T19:50 K56+400 4026 NO
D202150120008 2021-04-25T19:50 K56+400 4179 NO
D202150120008 2021-04-25T19:50 K56+400 3727 黄渝A05609D
D202150120008 2021-04-25T19:50 K56+400 4682 蓝渝FF2078
D202150120008 2021-04-25T19:49 K56+400 4383 蓝渝F6A272
D202150120008 2021-04-25T19:49 K56+400 4160 NO
D202150120008 2021-04-25T19:49 K56+400 7594 NO
D202150120008 2021-04-25T19:49 K56+400 4230 NO
D202150120008 2021-04-25T19:49 K56+400 4010 NO
D202150120008 2021-04-25T19:49 K56+400 3607 NO
D202150120008 2021-04-25T19:49 K56+400 4429 NO
D202150120008 2021-04-25T19:49 K56+400 4881 蓝渝F3G091
D202150120008 2021-04-25T19:49 K56+400 4144 蓝渝F6W006
D202150120008 2021-04-25T19:49 K56+400 4370 蓝渝D77R55
D202150120008 2021-04-25T19:48 K56+400 5130 蓝渝F8U516
D202150120008 2021-04-25T19:48 K56+400 3935 蓝渝DDQ677
D202150120008 2021-04-25T19:48 K56+400 3224 NO
D202150120008 2021-04-25T19:48 K56+400 4071 蓝渝AT1388
D202150120008 2021-04-25T19:48 K56+400 3733 蓝渝FDE128
D202150120008 2021-04-25T19:48 K56+400 5017 蓝渝AG576B
D202150120008 2021-04-25T19:48 K56+400 4121 蓝渝AE897K
D202150120008 2021-04-25T19:48 K56+400 3978 蓝渝F0X837
D202150120008 2021-04-25T19:48 K56+400 3535 黄渝A05688F
D202150120008 2021-04-25T19:48 K56+400 4704 蓝渝FD3368
D202150120008 2021-04-25T19:48 K56+400 3641 蓝渝FMM185
D202150120008 2021-04-25T19:48 K56+400 3836 蓝渝A2TR33
D202150120008 2021-04-25T19:48 K56+400 2239 NO
D202150120008 2021-04-25T19:48 K56+400 4454 蓝渝FB1998
D202150120008 2021-04-25T19:48 K56+400 3572 NO
D202150120008 2021-04-25T19:48 K56+400 4394 蓝渝F81A26
D202150120008 2021-04-25T19:48 K56+400 3647 NO
D202150120008 2021-04-25T19:48 K56+400 4762 蓝渝AJ5Z72
D202150120008 2021-04-25T19:48 K56+400 4330 绿琼AD28630
D202150120008 2021-04-25T19:48 K56+400 4462 蓝渝AD35W9
D202150120008 2021-04-25T19:48 K56+400 4025 蓝渝AD35W9
D202150120008 2021-04-25T19:47 K56+400 4179 蓝渝A38ZT2
D202150120008 2021-04-25T19:47 K56+400 3934 蓝渝AD996N
D202150120008 2021-04-25T19:47 K56+400 3747 NO
D202150120008 2021-04-25T19:47 K56+400 3807 NO
D202150120008 2021-04-25T19:47 K56+400 4211 蓝渝FFD881
D202150120008 2021-04-25T19:47 K56+400 4518 蓝渝AA797Z
D202150120008 2021-04-25T19:47 K56+400 4344 蓝渝FV7972
D202150120008 2021-04-25T19:47 K56+400 3642 蓝渝FCP848
D202150120008 2021-04-25T19:47 K56+400 4870 蓝渝AX56L6
D202150120008 2021-04-25T19:46 K56+400 3558 NO
D202150120008 2021-04-25T19:46 K56+400 4052 蓝渝AQ1T13
D202150120008 2021-04-25T19:46 K56+400 4388 NO
D202150120008 2021-04-25T19:46 K56+400 4088 NO
D202150120008 2021-04-25T19:46 K56+400 4183 NO
D202150120008 2021-04-25T19:46 K56+400 3536 NO
D202150120008 2021-04-25T19:46 K56+400 3493 蓝渝F6F129
D202150120008 2021-04-25T19:46 K56+400 3221 蓝渝D09B51
D202150120008 2021-04-25T19:46 K56+400 3752 蓝渝A7FR11
D202150120008 2021-04-25T19:46 K56+400 4844 蓝渝F559F3
D202150120008 2021-04-25T19:46 K56+400 4755 蓝渝F93Z69
D202150120008 2021-04-25T19:46 K56+400 4988 NO
D202150120008 2021-04-25T19:46 K56+400 4124 蓝渝A7GF38
D202150120008 2021-04-25T19:46 K56+400 4586 蓝渝AF71W5
D202150120008 2021-04-25T19:46 K56+400 4468 蓝渝DCN938
D202150120008 2021-04-25T19:46 K56+400 4648 蓝渝AC813E
D202150120008 2021-04-25T19:46 K56+400 4155 蓝渝FC2535
D202150120008 2021-04-25T19:46 K56+400 4126 蓝渝D565G9
D202150120008 2021-04-25T19:46 K56+400 4051 蓝渝D22B89
D202150120008 2021-04-25T19:46 K56+400 4057 蓝渝AF9D07
D202150120008 2021-04-25T19:45 K56+400 4228 蓝渝F17K28
D202150120008 2021-04-25T19:45 K56+400 2958 NO
D202150120008 2021-04-25T19:45 K56+400 4469 NO
D202150120008 2021-04-25T19:45 K56+400 4635 蓝渝AJ68L0
D202150120008 2021-04-25T19:45 K56+400 4584 蓝渝AE62E7
D202150120008 2021-04-25T19:45 K56+400 4406 蓝渝FGN808
D202150120008 2021-04-25T19:45 K56+400 4661 蓝渝FB3607
D202150120008 2021-04-25T19:45 K56+400 3372 蓝渝F605P6
D202150120008 2021-04-25T19:45 K56+400 4539 蓝渝AQ660Z
D202150120008 2021-04-25T19:45 K56+400 4503 蓝渝AT0969
D202150120008 2021-04-25T19:45 K56+400 4903 蓝渝DHV018
D202150120008 2021-04-25T19:45 K56+400 5114 蓝渝F2C232
D202150120008 2021-04-25T19:45 K56+400 4002 蓝渝F81A90
D202150120008 2021-04-25T19:44 K56+400 4326 蓝渝FMW127
D202150120008 2021-04-25T19:44 K56+400 4851 蓝渝AC75J6
D202150120008 2021-04-25T19:44 K56+400 3731 蓝川AQ66J6
D202150120008 2021-04-25T19:44 K56+400 3889 蓝渝DCX772
D202150120008 2021-04-25T19:44 K56+400 4276 蓝川A962U4
D202150120008 2021-04-25T19:44 K56+400 4305 蓝渝F3G233
D202150120008 2021-04-25T19:44 K56+400 3550 绿渝ADA5333
D202150120008 2021-04-25T19:44 K56+400 3357 蓝渝F6W907
D202150120008 2021-04-25T19:44 K56+400 4385 蓝蒙FB2099
D202150120008 2021-04-25T19:43 K56+400 4900 蓝渝A829X1
D202150120008 2021-04-25T19:43 K56+400 3879 蓝渝DKS317
D202150120008 2021-04-25T19:43 K56+400 3881 蓝渝F8D891
D202150120008 2021-04-25T19:43 K56+400 4383 蓝渝F930N1
D202150120008 2021-04-25T19:43 K56+400 3541 蓝渝F0F699
D202150120008 2021-04-25T19:43 K56+400 3288 NO
D202150120008 2021-04-25T19:43 K56+400 3626 蓝渝AF3189
D202150120008 2021-04-25T19:43 K56+400 3762 蓝渝F78B0E
D202150120008 2021-04-25T19:43 K56+400 4299 蓝渝A928MG
D202150120008 2021-04-25T19:43 K56+400 4410 蓝渝F5X973
D202150120008 2021-04-25T19:43 K56+400 3735 蓝粤FNR830
D202150120008 2021-04-25T19:43 K56+400 3674 蓝渝AB28T9
D202150120008 2021-04-25T19:42 K56+400 4580 蓝渝FAF585
D202150120008 2021-04-25T19:42 K56+400 4058 蓝渝A508T6
D202150120008 2021-04-25T19:42 K56+400 4301 NO
D202150120008 2021-04-25T19:42 K56+400 4143 蓝渝DJH922
D202150120008 2021-04-25T19:42 K56+400 3598 蓝渝F53E07
D202150120008 2021-04-25T19:42 K56+400 4425 蓝渝F2V391
D202150120008 2021-04-25T19:42 K56+400 3813 蓝渝A086CB
D202150120008 2021-04-25T19:42 K56+400 3647 蓝渝A5A60L
D202150120008 2021-04-25T19:42 K56+400 3478 蓝渝F53E07
D202150120008 2021-04-25T19:41 K56+400 4113 蓝渝F88Z28
D202150120008 2021-04-25T19:41 K56+400 4748 蓝渝FBE725
D202150120008 2021-04-25T19:41 K56+400 4091 蓝渝A45T95
D202150120008 2021-04-25T19:41 K56+400 5003 蓝渝A636JN
D202150120008 2021-04-25T19:41 K56+400 3728 蓝渝A501SJ
D202150120008 2021-04-25T19:40 K56+400 4013 绿渝AD80821
D202150120008 2021-04-25T19:40 K56+400 4360 蓝渝A7P1U9
D202150120008 2021-04-25T19:40 K56+400 4078 蓝渝F2W190
D202150120008 2021-04-25T19:40 K56+400 4452 蓝渝F52Z85
D202150120008 2021-04-25T19:40 K56+400 5143 蓝渝F62X25
D202150120008 2021-04-25T19:40 K56+400 3166 蓝渝DLL720
D202150120008 2021-04-25T19:40 K56+400 4483 蓝渝F3X668
D202150120008 2021-04-25T19:40 K56+400 4879 蓝渝BWN931
D202150120008 2021-04-25T19:40 K56+400 5191 蓝渝F967J1
D202150120008 2021-04-25T19:40 K56+400 5084 蓝渝A7DC53
D202150120008 2021-04-25T19:40 K56+400 4373 蓝渝FRS310
D202150120008 2021-04-25T19:40 K56+400 4476 蓝渝D676Z2
D202150120008 2021-04-25T19:40 K56+400 3490 蓝渝F568E5
D202150120008 2021-04-25T19:40 K56+400 3529 蓝渝AS027V
D202150120008 2021-04-25T19:39 K56+400 4130 蓝渝FJT702
D202150120008 2021-04-25T19:39 K56+400 4402 蓝渝F396R0
D202150120008 2021-04-25T19:39 K56+400 3611 NO
D202150120008 2021-04-25T19:39 K56+400 4304 蓝皖BG2256
D202150120008 2021-04-25T19:39 K56+400 4486 蓝渝AD889D
D202150120008 2021-04-25T19:39 K56+400 4578 蓝渝A45T48
D202150120008 2021-04-25T19:39 K56+400 4856 蓝渝F07P31
D202150120008 2021-04-25T19:39 K56+400 4702 蓝渝FV6358
D202150120008 2021-04-25T19:39 K56+400 4459 蓝渝FD8309
D202150120008 2021-04-25T19:39 K56+400 4084 蓝渝FB3689
D202150120008 2021-04-25T19:39 K56+400 4709 蓝渝F17K89
D202150120008 2021-04-25T19:39 K56+400 3859 蓝渝AQ86D6
D202150120008 2021-04-25T19:39 K56+400 4537 NO
D202150120008 2021-04-25T19:38 K56+400 2975 NO
D202150120008 2021-04-25T19:38 K56+400 3632 蓝渝F78J79
D202150120008 2021-04-25T19:38 K56+400 4750 蓝渝FNH377
D202150120008 2021-04-25T19:38 K56+400 4096 NO
D202150120008 2021-04-25T19:38 K56+400 3145 NO
D202150120008 2021-04-25T19:38 K56+400 5060 蓝渝FAQ210
D202150120008 2021-04-25T19:38 K56+400 4416 蓝渝F3G529
D202150120008 2021-04-25T19:38 K56+400 4389 蓝渝FAZ278
D202150120008 2021-04-25T19:38 K56+400 3407 NO
D202150120008 2021-04-25T19:37 K56+400 3972 NO
D202150120008 2021-04-25T19:37 K56+400 4053 NO
D202150120008 2021-04-25T19:37 K56+400 3260 NO
D202150120008 2021-04-25T19:37 K56+400 3765 NO
D202150120008 2021-04-25T19:37 K56+400 4113 NO
D202150120008 2021-04-25T19:37 K56+400 3663 NO
D202150120008 2021-04-25T19:37 K56+400 4620 蓝渝FNN311
D202150120008 2021-04-25T19:37 K56+400 4406 蓝渝FNX181
D202150120008 2021-04-25T19:37 K56+400 3565 蓝渝A8FG90
D202150120008 2021-04-25T19:37 K56+400 4449 蓝渝FGG329
D202150120008 2021-04-25T19:36 K56+400 4193 蓝渝AF9229
D202150120008 2021-04-25T19:36 K56+400 4237 蓝渝AR35H5
D202150120008 2021-04-25T19:36 K56+400 4337 蓝渝F0U797
D202150120008 2021-04-25T19:36 K56+400 3677 NO
D202150120008 2021-04-25T19:36 K56+400 4047 NO
D202150120008 2021-04-25T19:36 K56+400 4251 蓝渝A3RP81
D202150120008 2021-04-25T19:36 K56+400 5005 NO
D202150120008 2021-04-25T19:36 K56+400 4181 NO
D202150120008 2021-04-25T19:36 K56+400 4230 蓝渝A04T99
D202150120008 2021-04-25T19:36 K56+400 3383 蓝渝FMN108
D202150120008 2021-04-25T19:36 K56+400 4576 NO
D202150120008 2021-04-25T19:36 K56+400 4243 蓝渝AS8R28
D202150120008 2021-04-25T19:36 K56+400 4527 蓝渝F08R15
D202150120008 2021-04-25T19:36 K56+400 4101 蓝渝A0666E
D202150120008 2021-04-25T19:36 K56+400 4844 蓝渝A6QS07
D202150120008 2021-04-25T19:35 K56+400 4968 蓝渝F090L7
D202150120008 2021-04-25T19:35 K56+400 3964 蓝渝FE5651
D202150120008 2021-04-25T19:35 K56+400 4429 NO
D202150120008 2021-04-25T19:35 K56+400 4071 蓝渝F5D613
D202150120008 2021-04-25T19:35 K56+400 3627 NO
D202150120008 2021-04-25T19:35 K56+400 4898 NO
D202150120008 2021-04-25T19:35 K56+400 4654 蓝渝FPJ569
D202150120008 2021-04-25T19:35 K56+400 5127 蓝陕BF6559
D202150120008 2021-04-25T19:35 K56+400 4123 蓝渝FBF605
D202150120008 2021-04-25T19:34 K56+400 4290 NO
D202150120008 2021-04-25T19:34 K56+400 4764 蓝渝F07776
D202150120008 2021-04-25T19:34 K56+400 3935 NO
D202150120008 2021-04-25T19:34 K56+400 3551 NO
D202150120008 2021-04-25T19:34 K56+400 3574 NO
D202150120008 2021-04-25T19:34 K56+400 4439 蓝渝AV27B0
D202150120008 2021-04-25T19:34 K56+400 4905 蓝渝DDH995
D202150120008 2021-04-25T19:34 K56+400 3400 黄渝A09855F
D202150120008 2021-04-25T19:34 K56+400 3110 蓝渝AE37E1
D202150120008 2021-04-25T19:34 K56+400 4535 蓝渝A1039T
D202150120008 2021-04-25T19:34 K56+400 4939 蓝渝F0V898
D202150120008 2021-04-25T19:33 K56+400 4302 绿渝ADB5368
D202150120008 2021-04-25T19:33 K56+400 4349 NO
D202150120008 2021-04-25T19:33 K56+400 4113 蓝渝F67P02
D202150120008 2021-04-25T19:33 K56+400 3233 NO
D202150120008 2021-04-25T19:33 K56+400 3179 NO
D202150120008 2021-04-25T19:33 K56+400 3890 NO
D202150120008 2021-04-25T19:33 K56+400 4488 NO
D202150120008 2021-04-25T19:33 K56+400 4016 蓝渝DGV505
D202150120008 2021-04-25T19:33 K56+400 4641 蓝渝AL1X55
D202150120008 2021-04-25T19:33 K56+400 4628 蓝渝AQ93E8
D202150120008 2021-04-25T19:33 K56+400 4202 蓝渝AQ93E8
D202150120008 2021-04-25T19:33 K56+400 4939 蓝渝F18F83
D202150120008 2021-04-25T19:32 K56+400 4702 蓝渝A783K9
D202150120008 2021-04-25T19:32 K56+400 4640 蓝渝F6G982
D202150120008 2021-04-25T19:32 K56+400 4525 蓝渝AR129Z
D202150120008 2021-04-25T19:32 K56+400 4429 蓝渝F0X807
D202150120008 2021-04-25T19:32 K56+400 3442 NO
D202150120008 2021-04-25T19:32 K56+400 4502 蓝渝AW0J52
D202150120008 2021-04-25T19:32 K56+400 3403 NO
D202150120008 2021-04-25T19:32 K56+400 4135 蓝渝A9TR86
D202150120008 2021-04-25T19:32 K56+400 3655 蓝渝AJ7X63
D202150120008 2021-04-25T19:32 K56+400 4622 蓝渝F28R87
D202150120008 2021-04-25T19:32 K56+400 4448 NO
D202150120008 2021-04-25T19:32 K56+400 4319 蓝渝DCW130
D202150120008 2021-04-25T19:32 K56+400 4260 NO
D202150120008 2021-04-25T19:32 K56+400 4665 蓝渝A53RZ9
D202150120008 2021-04-25T19:32 K56+400 3534 NO
D202150120008 2021-04-25T19:31 K56+400 4349 蓝渝F59S61
D202150120008 2021-04-25T19:31 K56+400 4635 蓝渝F78D85
D202150120008 2021-04-25T19:31 K56+400 3847 白渝F2531警
D202150120008 2021-04-25T19:31 K56+400 3984 蓝渝AE815H
D202150120008 2021-04-25T19:31 K56+400 4555 蓝渝FD0758
D202150120008 2021-04-25T19:31 K56+400 4413 NO
D202150120008 2021-04-25T19:31 K56+400 4858 蓝渝DFU667
D202150120008 2021-04-25T19:31 K56+400 3303 NO
D202150120008 2021-04-25T19:31 K56+400 4288 蓝渝F71Y27
D202150120008 2021-04-25T19:31 K56+400 4055 蓝渝AR8C79
D202150120008 2021-04-25T19:31 K56+400 3845 蓝渝FDS609
D202150120008 2021-04-25T19:31 K56+400 4837 蓝渝D0C761
D202150120008 2021-04-25T19:31 K56+400 4457 蓝渝D357G7
D202150120008 2021-04-25T19:31 K56+400 5631 蓝渝A5523P
D202150120008 2021-04-25T19:31 K56+400 4720 蓝渝A63T67
D202150120008 2021-04-25T19:31 K56+400 3938 蓝渝A7FB99
D202150120008 2021-04-25T19:31 K56+400 4616 NO
D202150120008 2021-04-25T19:30 K56+400 3779 黄渝A08353D
D202150120008 2021-04-25T19:30 K56+400 4839 蓝渝DAJ485
D202150120008 2021-04-25T19:30 K56+400 3648 蓝渝F11X25
D202150120008 2021-04-25T19:30 K56+400 4222 NO
D202150120008 2021-04-25T19:30 K56+400 4609 蓝渝ASC777
D202150120008 2021-04-25T19:30 K56+400 4108 蓝渝F9B016
D202150120008 2021-04-25T19:30 K56+400 3340 NO
D202150120008 2021-04-25T19:29 K56+400 4252 NO
D202150120008 2021-04-25T19:29 K56+400 4179 蓝渝FT2905
D202150120008 2021-04-25T19:29 K56+400 5013 蓝渝FCE326
D202150120008 2021-04-25T19:29 K56+400 4443 蓝渝AS178R
D202150120008 2021-04-25T19:29 K56+400 4230 NO
D202150120008 2021-04-25T19:29 K56+400 4109 蓝渝F18K22
D202150120008 2021-04-25T19:29 K56+400 4545 蓝渝D31Z57
D202150120008 2021-04-25T19:28 K56+400 3897 NO
D202150120008 2021-04-25T19:28 K56+400 4353 蓝渝F7G997
D202150120008 2021-04-25T19:28 K56+400 4337 蓝渝C310E3
D202150120008 2021-04-25T19:28 K56+400 4478 蓝渝AT1984
D202150120008 2021-04-25T19:28 K56+400 4016 NO
D202150120008 2021-04-25T19:28 K56+400 4553 蓝渝F2W198
D202150120008 2021-04-25T19:28 K56+400 4073 NO
D202150120008 2021-04-25T19:28 K56+400 4422 蓝渝F90Z58
D202150120008 2021-04-25T19:28 K56+400 4236 蓝渝FV7179
D202150120008 2021-04-25T19:28 K56+400 3208 蓝渝A3SP70
D202150120008 2021-04-25T19:28 K56+400 4391 蓝渝F315B5
D202150120008 2021-04-25T19:27 K56+400 4851 绿渝ADD3831
D202150120008 2021-04-25T19:27 K56+400 5170 蓝渝F571R9
D202150120008 2021-04-25T19:27 K56+400 4534 绿渝AD63281
D202150120008 2021-04-25T19:27 K56+400 3793 蓝渝FJF800
D202150120008 2021-04-25T19:27 K56+400 4234 NO
D202150120008 2021-04-25T19:27 K56+400 4360 蓝渝FHK300
D202150120008 2021-04-25T19:27 K56+400 4696 蓝渝D8C129
D202150120008 2021-04-25T19:27 K56+400 3785 NO
D202150120008 2021-04-25T19:27 K56+400 4040 NO
D202150120008 2021-04-25T19:27 K56+400 3565 蓝渝F07119
D202150120008 2021-04-25T19:27 K56+400 4599 蓝渝F66F00
D202150120008 2021-04-25T19:27 K56+400 4116 蓝渝FEF548
D202150120008 2021-04-25T19:27 K56+400 3913 NO
D202150120008 2021-04-25T19:27 K56+400 5112 NO
D202150120008 2021-04-25T19:26 K56+400 3590 蓝渝F0D027
D202150120008 2021-04-25T19:26 K56+400 3343 NO
D202150120008 2021-04-25T19:26 K56+400 2988 蓝粤B1519T
D202150120008 2021-04-25T19:26 K56+400 3680 蓝渝F9F109
D202150120008 2021-04-25T19:26 K56+400 3325 蓝渝F95199
D202150120008 2021-04-25T19:26 K56+400 3550 黄渝D01099
D202150120008 2021-04-25T19:26 K56+400 4209 蓝渝F8A660
D202150120008 2021-04-25T19:26 K56+400 3461 NO
D202150120008 2021-04-25T19:26 K56+400 4983 蓝渝DGU379
D202150120008 2021-04-25T19:26 K56+400 4086 蓝渝F106J1
D202150120008 2021-04-25T19:26 K56+400 5101 蓝渝AE707E
D202150120008 2021-04-25T19:26 K56+400 4695 蓝渝F55A38
D202150120008 2021-04-25T19:26 K56+400 4821 蓝渝FD3622
D202150120008 2021-04-25T19:26 K56+400 4635 蓝渝F3G572
D202150120008 2021-04-25T19:26 K56+400 4140 蓝渝A393DR
D202150120008 2021-04-25T19:26 K56+400 4015 蓝渝FJJ616
D202150120008 2021-04-25T19:26 K56+400 4934 蓝渝D695L1
D202150120008 2021-04-25T19:26 K56+400 4816 蓝渝AG7C77
D202150120008 2021-04-25T19:26 K56+400 4835 蓝渝DNA538
D202150120008 2021-04-25T19:26 K56+400 4081 蓝渝A7QC99
D202150120008 2021-04-25T19:25 K56+400 4775 蓝渝FRN866
D202150120008 2021-04-25T19:25 K56+400 3780 NO
D202150120008 2021-04-25T19:25 K56+400 4083 蓝渝DGT151
D202150120008 2021-04-25T19:25 K56+400 5434 蓝渝AV100B
D202150120008 2021-04-25T19:25 K56+400 5837 蓝渝DLL913
D202150120008 2021-04-25T19:25 K56+400 4898 蓝渝AX809N
D202150120008 2021-04-25T19:25 K56+400 4306 蓝渝AJ12R9
D202150120008 2021-04-25T19:25 K56+400 3644 黄渝A13396D
D202150120008 2021-04-25T19:25 K56+400 4061 蓝渝FEL222
D202150120008 2021-04-25T19:25 K56+400 4338 蓝渝FHV155
D202150120008 2021-04-25T19:24 K56+400 4791 蓝渝FAL076
D202150120008 2021-04-25T19:24 K56+400 5036 蓝渝AG05S3
D202150120008 2021-04-25T19:24 K56+400 4678 蓝渝F95F11
D202150120008 2021-04-25T19:24 K56+400 3478 NO
D202150120008 2021-04-25T19:24 K56+400 3565 NO
D202150120008 2021-04-25T19:24 K56+400 3349 NO
D202150120008 2021-04-25T19:24 K56+400 4360 蓝渝FV6638
D202150120008 2021-04-25T19:24 K56+400 4823 蓝渝FNL907
D202150120008 2021-04-25T19:24 K56+400 4499 蓝渝F1F906
D202150120008 2021-04-25T19:24 K56+400 4941 蓝渝F903K9
D202150120008 2021-04-25T19:24 K56+400 3599 NO
D202150120008 2021-04-25T19:24 K56+400 3205 NO
D202150120008 2021-04-25T19:23 K56+400 4652 蓝渝A735R2
D202150120008 2021-04-25T19:23 K56+400 3845 蓝渝FMG662
D202150120008 2021-04-25T19:23 K56+400 4660 NO
D202150120008 2021-04-25T19:23 K56+400 3636 NO
D202150120008 2021-04-25T19:23 K56+400 4605 蓝渝F83A16
D202150120008 2021-04-25T19:23 K56+400 4237 蓝渝AT853E
D202150120008 2021-04-25T19:23 K56+400 4415 NO
D202150120008 2021-04-25T19:23 K56+400 4011 NO
D202150120008 2021-04-25T19:23 K56+400 4162 蓝渝AS251P
D202150120008 2021-04-25T19:23 K56+400 4624 蓝渝A6SB27
